producto|presentacion|marca|tipo|catalogo|precio|fecha|tienda|tipo_tienda|sucursal|direccion|estado|ciudad
acondicionador y enjuague|botella 670 ml. hidradisiaco|herbal essences|arts. para el cuidado personal|basicos|56.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
acondicionador y enjuague|botella 650 ml. ceramidas|sedal|arts. para el cuidado personal|basicos|44.9|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
agua con gas|botella 2 lt.|ciel|refrescos envasados|basicos|17.01|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
agua con gas|botella 600 ml. naranja & nada|del valle|refrescos envasados|basicos|10.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
agua con gas|botella 2 lt.|penafiel|refrescos envasados|basicos|11.35|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
agua sin gas|botella 1.5 lt.|bonafont|refrescos envasados|basicos|10.5|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
agua sin gas|botella 1.5 lt. infusionada. jamaica|bonafont. levite|refrescos envasados|basicos|16.2|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
agua sin gas|botella 1 lt.|ciel|refrescos envasados|basicos|8.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
agua sin gas|botella 1.5 lt.|ciel|refrescos envasados|basicos|8.5|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
agua sin gas|botella 600 ml.|ciel|refrescos envasados|basicos|6.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
agua sin gas|botella 1.5 lt.|santa maria|refrescos envasados|basicos|10.5|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
alimento preparado para ninos|frasco 113 gr. a partir de los 6 meses. manzana|gerber|frutas y legumbres procesadas|basicos|11.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
almendras|1 kg. granel|s/m|productos de temporada (navidenos)|basicos|300.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
arroz|bolsa 900 gr. super extra. grano largo|chedraui|arroz y cereales preparados|basicos|12.9|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
arroz|bolsa 900 gr. super extra|la merced|arroz y cereales preparados|basicos|17.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
arroz|bolsa 900 gr. super extra|schettino|arroz y cereales preparados|basicos|13.5|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
arroz|bolsa 900 gr. super extra|verde valle|arroz y cereales preparados|basicos|24.5|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
atun|bolsa 78 gr. en agua. lomo|dolores|pescados y mariscos en conserva|basicos|13.9|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
atun|lata 140 gr. en hojuelas en agua|dolores|pescados y mariscos en conserva|basicos|14.5|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
atun|lata 140 gr. en hojuelas en agua con aceite|dolores|pescados y mariscos en conserva|basicos|14.5|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
atun|lata 130 gr. en hojuelas en aceite con agua|herdez|pescados y mariscos en conserva|basicos|19.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
atun|lata 140 gr. (clasico). en hojuelas en agua con aceite|tuny|pescados y mariscos en conserva|basicos|14.2|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
atun|lata 140 gr. (clasico). en hojuelas en agua|tuny. light|pescados y mariscos en conserva|basicos|14.2|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
avena|bolsa 400 gr. hojuela|avena 1|arroz y cereales preparados|basicos|9.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
avena|bolsa 400 gr.|granvita|arroz y cereales preparados|basicos|10.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
avena|bote 475 gr. hojuela integral|quaker oats|arroz y cereales preparados|basicos|37.7|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
azucar|bolsa plastico 1 kg. estandar morena|s/m|azucar|basicos|21.9|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
azucar|bolsa plastico 2 kg. estandar morena|s/m|azucar|basicos|42.9|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
azucar|bolsa plastico 2 kg. refinada|s/m|azucar|basicos|57.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
azucar|bolsa 500 gr. mascabado|zulka|azucar|basicos|19.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
barras de avena|caja 240 gr. 8 piezas. rellenas con fresa|quaker|arroz y cereales preparados|basicos|34.1|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
bebidas hidratantes|botella 600 ml. naranja. (sport bottle)|gatorade|refrescos envasados|basicos|18.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
blanqueador|botella 950 ml. el rendidor|cloralex|detergentes y productos similares|basicos|13.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
brandy|botella 700 ml.|azteca de oro|vinos y licores|basicos|157.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
cafe soluble|frasco 205 gr. tradicional|los portales de cordoba|cafe|basicos|64.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
cafe soluble|frasco 90 gr. tradicional|los portales de cordoba|cafe|basicos|39.9|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
cafe soluble|frasco 120 gr.|nescafe. clasico|cafe|basicos|51.2|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
cafe soluble|frasco 225 gr.|nescafe. clasico|cafe|basicos|82.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
cafe soluble|frasco 170 gr. sin cafeina. descafeinado|nescafe. decaf|cafe|basicos|75.9|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
cafe soluble|frasco 170 gr. mezclado con caramelo|nescafe. dolca|cafe|basicos|62.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
cafe soluble|frasco 80 gr. mezclado con caramelo|nescafe. dolca|cafe|basicos|32.5|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
cafe tostado y molido|bolsa 200 gr. tostado mezclado con caramelo|legal|cafe|basicos|26.4|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
cafe tostado y molido|bolsa 400 gr. tostado mezclado con caramelo|legal|cafe|basicos|44.5|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
cafe tostado y molido|bolsa 400 gr. descafeinado|los portales|cafe|basicos|102.9|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
cajeta|botella 370 gr. de leche. quemada|coronado|chocolates y golosinas|basicos|42.9|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
cajeta|botella 660 gr. de leche. envinada|coronado|chocolates y golosinas|basicos|74.8|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
cajeta|botella 660 gr. de leche. quemada|coronado|chocolates y golosinas|basicos|76.5|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
carne cerdo|1 kg. granel. cabeza|s/m|carne y visceras de cerdo|basicos|29.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
carne cerdo|1 kg. granel. chuleta ahumada o entrecot ahumado|s/m|carne y visceras de cerdo|basicos|88.0|2020-01-02|chedraui|supermercado / tienda de autoservicio|chedraui sucursal aguascalientes|blvd. jose ma. chavez 1809, entre valente quintana y angel gzlz., col. prados de villasuncion, cp. 20280|aguascalientes|aguascalientes
